path,label
rock/rock_184.png,rock
rock/rock_352.png,rock
rock/rock_721.png,rock
rock/rock_133.png,rock
rock/rock_764.png,rock
paper/paper_667.png,paper
rock/rock_24.png,rock
paper/paper_725.png,paper
scissors/scissors_541.png,scissors
rock/rock_449.png,rock
rock/rock_160.png,rock
rock/rock_677.png,rock
rock/rock_718.png,rock
paper/paper_364.png,paper
paper/paper_118.png,paper
rock/rock_235.png,rock
rock/rock_245.png,rock
scissors/scissors_347.png,scissors
paper/paper_450.png,paper
scissors/scissors_274.png,scissors
scissors/scissors_779.png,scissors
scissors/scissors_786.png,scissors
scissors/scissors_365.png,scissors
scissors/scissors_558.png,scissors
scissors/scissors_524.png,scissors
scissors/scissors_885.png,scissors
scissors/scissors_514.png,scissors
paper/paper_22.png,paper
paper/paper_265.png,paper
rock/rock_450.png,rock
paper/paper_796.png,paper
scissors/scissors_361.png,scissors
rock/rock_575.png,rock
paper/paper_688.png,paper
paper/paper_272.png,paper
paper/paper_347.png,paper
rock/rock_904.png,rock
paper/paper_610.png,paper
scissors/scissors_331.png,scissors
rock/rock_533.png,rock
paper/paper_906.png,paper
rock/rock_900.png,rock
paper/paper_479.png,paper
rock/rock_32.png,rock
paper/paper_286.png,paper
paper/paper_71.png,paper
paper/paper_169.png,paper
paper/paper_699.png,paper
rock/rock_217.png,rock
scissors/scissors_491.png,scissors
scissors/scissors_616.png,scissors
paper/paper_350.png,paper
rock/rock_270.png,rock
rock/rock_211.png,rock
rock/rock_191.png,rock
rock/rock_145.png,rock
rock/rock_803.png,rock
paper/paper_318.png,paper
rock/rock_456.png,rock
scissors/scissors_237.png,scissors
rock/rock_873.png,rock
paper/paper_607.png,paper
rock/rock_495.png,rock
rock/rock_872.png,rock
rock/rock_792.png,rock
scissors/scissors_88.png,scissors
rock/rock_224.png,rock
scissors/scissors_3.png,scissors
rock/rock_257.png,rock
scissors/scissors_765.png,scissors
scissors/scissors_339.png,scissors
rock/rock_534.png,rock
paper/paper_33.png,paper
scissors/scissors_769.png,scissors
rock/rock_595.png,rock
paper/paper_815.png,paper
rock/rock_122.png,rock
scissors/scissors_466.png,scissors
scissors/scissors_457.png,scissors
rock/rock_839.png,rock
scissors/scissors_123.png,scissors
scissors/scissors_671.png,scissors
scissors/scissors_633.png,scissors
