path,label
webcam_data/paper/paper_016.png,paper
webcam_data/rock/rock_029.png,rock
webcam_data/paper/paper_055.png,paper
webcam_data/scissors/scissors_003.png,scissors
webcam_data/rock/rock_018.png,rock
webcam_data/rock/rock_022.png,rock
webcam_data/scissors/scissors_067.png,scissors
webcam_data/rock/rock_069.png,rock
webcam_data/rock/rock_077.png,rock
webcam_data/paper/paper_030.png,paper
webcam_data/scissors/scissors_097.png,scissors
webcam_data/rock/rock_072.png,rock
webcam_data/rock/rock_099.png,rock
webcam_data/scissors/scissors_090.png,scissors
webcam_data/scissors/scissors_005.png,scissors
webcam_data/scissors/scissors_086.png,scissors
webcam_data/paper/paper_064.png,paper
webcam_data/rock/rock_067.png,rock
webcam_data/paper/paper_049.png,paper
webcam_data/rock/rock_097.png,rock
webcam_data/paper/paper_058.png,paper
webcam_data/scissors/scissors_029.png,scissors
webcam_data/paper/paper_091.png,paper
webcam_data/scissors/scissors_078.png,scissors
webcam_data/scissors/scissors_030.png,scissors
webcam_data/rock/rock_023.png,rock
webcam_data/scissors/scissors_076.png,scissors
webcam_data/scissors/scissors_083.png,scissors
webcam_data/scissors/scissors_085.png,scissors
webcam_data/paper/paper_014.png,paper
webcam_data/rock/rock_008.png,rock
webcam_data/scissors/scissors_013.png,scissors
webcam_data/scissors/scissors_079.png,scissors
webcam_data/paper/paper_062.png,paper
webcam_data/rock/rock_006.png,rock
webcam_data/scissors/scissors_082.png,scissors
webcam_data/scissors/scissors_063.png,scissors
webcam_data/scissors/scissors_055.png,scissors
webcam_data/scissors/scissors_021.png,scissors
webcam_data/rock/rock_011.png,rock
webcam_data/scissors/scissors_074.png,scissors
webcam_data/paper/paper_092.png,paper
webcam_data/paper/paper_012.png,paper
webcam_data/rock/rock_086.png,rock
webcam_data/rock/rock_039.png,rock
webcam_data/paper/paper_059.png,paper
webcam_data/paper/paper_021.png,paper
webcam_data/rock/rock_010.png,rock
webcam_data/rock/rock_057.png,rock
webcam_data/rock/rock_083.png,rock
webcam_data/rock/rock_090.png,rock
webcam_data/rock/rock_035.png,rock
webcam_data/paper/paper_073.png,paper
webcam_data/scissors/scissors_032.png,scissors
webcam_data/paper/paper_078.png,paper
webcam_data/scissors/scissors_087.png,scissors
webcam_data/paper/paper_087.png,paper
webcam_data/paper/paper_018.png,paper
webcam_data/rock/rock_092.png,rock
webcam_data/rock/rock_076.png,rock
webcam_data/paper/paper_043.png,paper
webcam_data/rock/rock_000.png,rock
webcam_data/scissors/scissors_056.png,scissors
webcam_data/paper/paper_037.png,paper
webcam_data/paper/paper_070.png,paper
webcam_data/scissors/scissors_031.png,scissors
webcam_data/rock/rock_050.png,rock
webcam_data/rock/rock_052.png,rock
webcam_data/scissors/scissors_070.png,scissors
webcam_data/paper/paper_002.png,paper
webcam_data/paper/paper_020.png,paper
webcam_data/paper/paper_089.png,paper
webcam_data/scissors/scissors_060.png,scissors
webcam_data/paper/paper_028.png,paper
webcam_data/paper/paper_086.png,paper
